,num__CreditScore,num__Age,num__Tenure,num__Balance,num__NumOfProducts,num__HasCrCard,num__IsActiveMember,num__EstimatedSalary,cat__Geography_France,cat__Geography_Germany,cat__Geography_Spain,cat__Gender_Female,cat__Gender_Male,Exited
0,-0.3445949672400232,-0.656749993647164,-0.34217046117731176,1.5837251388092095,0.8196626645703071,0.645980610842877,0.97071434959089,1.2482137337636063,0.0,0.0,1.0,1.0,0.0,
1,-0.0951810873185895,-0.4663797938239769,0.6981624886885553,1.3441055088135152,-0.9033519456375456,-1.5480340790650016,0.97071434959089,1.521225269128221,0.0,1.0,0.0,1.0,0.0,0.0
2,-0.9473451770501548,-0.5615648937355705,0.3513848387332663,-1.2220548093069303,0.8196626645703071,-1.5480340790650016,-1.0301691743008152,1.2636148042981936,1.0,0.0,0.0,0.0,1.0,1.0
3,-0.3549872122367496,0.19991590555717806,1.0449401386438444,-0.6189645286534906,-0.9033519456375456,0.645980610842877,0.97071434959089,1.6468393184182537,0.0,1.0,0.0,0.0,1.0,
4,0.6426683074489853,-0.1808244940891962,1.3917177885991334,1.152808230840883,0.8196626645703071,-1.5480340790650016,0.97071434959089,0.8751117170368924,1.0,0.0,0.0,0.0,1.0,0.0
5,1.1207115772984,0.19991590555717806,0.3513848387332663,-1.2220548093069303,0.8196626645703071,-1.5480340790650016,-1.0301691743008152,0.011542250362668397,0.0,0.0,1.0,1.0,0.0,1.0
6,1.224634027265664,-0.1808244940891962,0.004607188777977278,1.0421218407268045,0.8196626645703071,-1.5480340790650016,0.97071434959089,1.3788928475027302,0.0,1.0,0.0,0.0,1.0,0.0
7,-1.1967590569715885,0.19991590555717806,-0.6889481111326008,0.9902803894078078,-0.9033519456375456,0.645980610842877,-1.0301691743008152,0.10295102775602175,0.0,1.0,0.0,1.0,0.0,1.0
8,-0.5732243571680041,-1.2278605931167255,0.6981624886885553,-1.2220548093069303,0.8196626645703071,0.645980610842877,-1.0301691743008152,0.1635127422676366,0.0,0.0,1.0,1.0,0.0,
9,0.6010993274620796,-0.2760095940007898,-0.34217046117731176,0.634830885758909,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-0.7323494371250953,1.0,0.0,0.0,1.0,0.0,0.0
10,0.5387458574817212,0.48547120529195875,1.3917177885991334,1.2358257027406787,-0.9033519456375456,0.645980610842877,-1.0301691743008152,1.0045324996943412,0.0,0.0,1.0,1.0,0.0,
11,1.765030767095437,-0.08563939417760263,0.3513848387332663,0.830055158627686,2.54267727477816,0.645980610842877,-1.0301691743008152,-1.5900551329917005,1.0,0.0,0.0,0.0,1.0,0.0
12,-1.13440558699123,-0.7519350935587575,-1.0357257610878898,1.1401287561185731,-0.9033519456375456,0.645980610842877,0.97071434959089,-1.4598200340794667,1.0,0.0,0.0,1.0,0.0,
13,1.8377764820725218,-0.1808244940891962,-0.6889481111326008,0.4328457833064067,-0.9033519456375456,-1.5480340790650016,-1.0301691743008152,-1.7294313871525364,0.0,1.0,0.0,1.0,0.0,0.0
14,-0.42773292721383444,0.10473080564558448,1.0449401386438444,0.3905297339862099,0.8196626645703071,0.645980610842877,-1.0301691743008152,0.8070752904238476,1.0,0.0,0.0,1.0,0.0,
15,0.944043412354051,0.10473080564558448,0.3513848387332663,-1.2220548093069303,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-1.2582435466298159,1.0,0.0,0.0,1.0,0.0,0.0
16,1.2142417822689375,-0.08563939417760263,-1.0357257610878898,-1.2220548093069303,0.8196626645703071,-1.5480340790650016,-1.0301691743008152,-0.437893720054601,1.0,0.0,0.0,1.0,0.0,1.0
17,0.5387458574817212,-0.08563939417760263,0.3513848387332663,0.4845125593330777,-0.9033519456375456,0.645980610842877,-1.0301691743008152,1.265281767775241,0.0,0.0,1.0,0.0,1.0,
18,0.6530605524457117,-0.4663797938239769,-0.34217046117731176,0.7664674337360378,-0.9033519456375456,-1.5480340790650016,-1.0301691743008152,-0.052775898961754324,1.0,0.0,0.0,0.0,1.0,0.0
19,-0.1055733323153159,0.19991590555717806,-0.34217046117731176,1.3017405120212928,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-0.5782799345033202,0.0,1.0,0.0,0.0,1.0,
20,1.0999270873049471,0.7710265050267394,1.3917177885991334,0.30592466842677113,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-0.47751146331375494,0.0,1.0,0.0,1.0,0.0,
21,-0.9369529320534283,-0.08563939417760263,0.004607188777977278,-1.2220548093069303,-0.9033519456375456,0.645980610842877,-1.0301691743008152,0.2579873032860333,1.0,0.0,0.0,0.0,1.0,0.0
22,-0.1263578223087687,-0.9423052933819447,-0.34217046117731176,-1.2220548093069303,0.8196626645703071,0.645980610842877,-1.0301691743008152,-0.9699207843557426,1.0,0.0,0.0,1.0,0.0,1.0
23,-1.446172936893022,0.9613967048499266,0.004607188777977278,1.5228629563222622,-0.9033519456375456,0.645980610842877,-1.0301691743008152,0.4405127795694261,0.0,1.0,0.0,1.0,0.0,
24,-1.7163713068079087,-0.5615648937355705,1.0449401386438444,1.1090239173189869,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-1.031292132153265,0.0,0.0,1.0,0.0,1.0,0.0
25,0.4867846324980892,-0.4663797938239769,-1.0357257610878898,0.6569629811082163,-0.9033519456375456,0.645980610842877,-1.0301691743008152,1.4638902936163978,1.0,0.0,0.0,0.0,1.0,0.0
26,-0.9785219120403339,1.8180626040542687,-1.0357257610878898,1.0579565078860371,-0.9033519456375456,0.645980610842877,0.97071434959089,-0.2087203235673898,0.0,1.0,0.0,0.0,1.0,0.0
27,1.307771987239475,-1.4182307929399125,-0.34217046117731176,-1.2220548093069303,0.8196626645703071,0.645980610842877,0.97071434959089,1.075061306409891,1.0,0.0,0.0,0.0,1.0,0.0
28,-1.414996201902843,-0.37119469391238336,1.7384954385544227,-0.30437592676592,-0.9033519456375456,0.645980610842877,0.97071434959089,0.015159236768906183,1.0,0.0,0.0,0.0,1.0,0.0
29,1.2662030072525696,-0.37119469391238336,-0.6889481111326008,0.720146009580832,-0.9033519456375456,0.645980610842877,0.97071434959089,-1.3255470018919084,1.0,0.0,0.0,1.0,0.0,
30,-1.2071513019683149,-0.37119469391238336,1.0449401386438444,-1.2220548093069303,0.8196626645703071,0.645980610842877,-1.0301691743008152,-0.6242653013326384,1.0,0.0,0.0,0.0,1.0,
31,-0.5212631321843721,0.2951010054687716,0.3513848387332663,1.3119342229682023,-0.9033519456375456,0.645980610842877,0.97071434959089,0.5387271248446223,0.0,1.0,0.0,1.0,0.0,
32,0.9232589223605981,-0.9423052933819447,1.0449401386438444,-1.2220548093069303,0.8196626645703071,0.645980610842877,0.97071434959089,0.26309208624893676,1.0,0.0,0.0,0.0,1.0,0.0
33,2.0560136270037765,-1.513415892851506,1.3917177885991334,1.0662371084884295,-0.9033519456375456,-1.5480340790650016,0.97071434959089,-0.6563925491508129,0.0,0.0,1.0,1.0,0.0,
34,0.8816899423736926,0.3902861053803652,1.0449401386438444,0.3192115076957476,-0.9033519456375456,-1.5480340790650016,-1.0301691743008152,-1.5716729191584458,0.0,1.0,0.0,0.0,1.0,0.0
35,-0.8538149720796171,0.009545705733990925,1.7384954385544227,0.8522125275083003,0.8196626645703071,0.645980610842877,-1.0301691743008152,-0.35162840347821217,1.0,0.0,0.0,0.0,1.0,
36,-0.7291080321189002,-0.656749993647164,-0.34217046117731176,-1.2220548093069303,0.8196626645703071,0.645980610842877,-1.0301691743008152,-0.7138395690291097,1.0,0.0,0.0,1.0,0.0,
37,-1.2071513019683149,-1.0374903932935382,-0.34217046117731176,-1.2220548093069303,-0.9033519456375456,0.645980610842877,0.97071434959089,0.6135018233423094,0.0,0.0,1.0,1.0,0.0,
38,0.4660001425046364,2.2939881036122363,0.6981624886885553,1.1512260757892425,-0.9033519456375456,-1.5480340790650016,-1.0301691743008152,0.31282799081914303,1.0,0.0,0.0,0.0,1.0,0.0
39,-1.186366811974862,2.1988030037006427,-0.6889481111326008,-0.021538238316857115,-0.9033519456375456,-1.5480340790650016,-1.0301691743008152,-1.4420722758074482,1.0,0.0,0.0,1.0,0.0,
40,0.8193364723933342,-0.37119469391238336,-1.0357257610878898,0.8232285858707502,0.8196626645703071,0.645980610842877,-1.0301691743008152,0.6635584245589691,0.0,1.0,0.0,0.0,1.0,0.0
41,-0.1055733323153159,-0.5615648937355705,-0.34217046117731176,0.1313162389879303,0.8196626645703071,-1.5480340790650016,0.97071434959089,-0.7070638333934485,1.0,0.0,0.0,1.0,0.0,
42,0.15423279260284423,3.6265795023745464,-1.0357257610878898,-1.2220548093069303,-0.9033519456375456,0.645980610842877,0.97071434959089,-1.1468561833459046,0.0,0.0,1.0,0.0,1.0,0.0
43,1.1934572922754847,-0.2760095940007898,-0.6889481111326008,1.0042585717293766,-0.9033519456375456,-1.5480340790650016,-1.0301691743008152,0.39986374249750306,1.0,0.0,0.0,0.0,1.0,1.0
44,-0.2822414972596648,0.3902861053803652,-0.34217046117731176,0.7350649111278273,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-0.5135508980207323,1.0,0.0,0.0,0.0,1.0,0.0
45,-0.6147933371549097,-0.08563939417760263,0.004607188777977278,1.0598897730719763,0.8196626645703071,-1.5480340790650016,0.97071434959089,0.5985763343137116,0.0,1.0,0.0,1.0,0.0,
46,0.029525852642127363,3.1506540028165784,0.004607188777977278,0.9868193552502565,0.8196626645703071,0.645980610842877,0.97071434959089,-0.015702568792631263,0.0,1.0,0.0,1.0,0.0,
47,0.559530347475174,-0.9423052933819447,0.004607188777977278,0.5785182588253692,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-1.0144936290170163,1.0,0.0,0.0,1.0,0.0,
48,0.5491381024784476,-0.656749993647164,-0.6889481111326008,-1.2220548093069303,0.8196626645703071,-1.5480340790650016,-1.0301691743008152,0.4986709169439144,1.0,0.0,0.0,0.0,1.0,
49,-0.02243537234150466,-0.5615648937355705,-1.7292810609984681,0.346583221978583,-0.9033519456375456,0.645980610842877,-1.0301691743008152,-0.8397042438757266,1.0,0.0,0.0,0.0,1.0,0.0
